cep	status	bairro_sugerido	bairro_principal	clientes_total	clientes_alterar	clientes_provaveis	clientes_excecao	confianca	alteraveis	provaveis	excecoes	todas_variacoes
74480360	SEGURO	NOVO PLANALTO	NOVO PLANALTO	23	23	0	0	52.17	NOVO PLANALTO (12) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (2)			NOVO PLANALTO (12) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (2)
74480365	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	0	100.0	NOVO PLANALTO (1)			NOVO PLANALTO (1)
74480370	SEGURO	NOVO PLANALTO	NOVO PLANALTO	11	11	0	0	54.55	NOVO PLANALTO (6) | SETOR NOVO PLANALTO (5)			NOVO PLANALTO (6) | SETOR NOVO PLANALTO (5)
74480380	SEGURO	NOVO PLANALTO	NOVO PLANALTO	17	17	0	0	58.82	NOVO PLANALTO (10) | SETOR NOVO PLANALTO (7)			NOVO PLANALTO (10) | SETOR NOVO PLANALTO (7)
74480382	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	19	17	0	2	68.42	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (3) | Setor Novo Planalto (1)		RESIDENCIAL PRIVE NORTE (1) [21.74%] | VILA MARTINS (1) [7.69%]	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (3) | RESIDENCIAL PRIVE NORTE (1) | Setor Novo Planalto (1) | VILA MARTINS (1)
74480385	SEGURO	NOVO PLANALTO	NOVO PLANALTO	9	9	0	0	88.89	NOVO PLANALTO (8) | SETOR NOVO PLANALTO (1)			NOVO PLANALTO (8) | SETOR NOVO PLANALTO (1)
74480387	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	3	2	0	1	66.67	NOVO PLANALTO (2)		SETOR PERIM (1) [7.69%]	NOVO PLANALTO (2) | SETOR PERIM (1)
74480390	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	29	28	0	1	51.72	NOVO PLANALTO (15) | Setor Novo Planalto (8) | SETOR NOVO PLANALTO (5)		JARDIM COLORADO (1) [30.77%]	NOVO PLANALTO (15) | Setor Novo Planalto (8) | SETOR NOVO PLANALTO (5) | JARDIM COLORADO (1)
74480395	SEGURO	NOVO PLANALTO	NOVO PLANALTO	34	34	0	0	73.53	NOVO PLANALTO (25) | SETOR NOVO PLANALTO (6) | Setor Novo Planalto (3)			NOVO PLANALTO (25) | SETOR NOVO PLANALTO (6) | Setor Novo Planalto (3)
74480400	SEGURO	NOVO PLANALTO	NOVO PLANALTO	36	36	0	0	61.11	NOVO PLANALTO (22) | SETOR NOVO PLANALTO (11) | Setor Novo Planalto (3)			NOVO PLANALTO (22) | SETOR NOVO PLANALTO (11) | Setor Novo Planalto (3)
74480420	SEGURO	MUTIRAO	VILA MUTIRÃO	1	1	0	0	100.0	VILA MUTIRÃO (1)			VILA MUTIRÃO (1)
74480430	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	23	18	0	5	73.91	JARDIM CURITIBA IV (17) | JARDIM CURITIBA  IV (1)		JARDIM CURITIBA (3) [72.73%] | Jardim Curitiba (1) [72.73%] | JARDIM LIBERDADE (1) [9.09%]	JARDIM CURITIBA IV (17) | JARDIM CURITIBA (3) | Jardim Curitiba (1) | JARDIM CURITIBA  IV (1) | JARDIM LIBERDADE (1)
74480440	REVISAR	CURITIBA IV	JARDIM CURITIBA IV	17	14	0	3	82.35	JARDIM CURITIBA IV (14)		JARDIM CURITIBA (2) [72.73%] | Jardim Curitiba (1) [72.73%]	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (2) | Jardim Curitiba (1)
74480450	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	40	27	1	12	62.5	JARDIM CURITIBA IV (25) | CURITIBA IV (1) | Jardim Curitiba IV (1)	JARDIM CURITBA IV (1) [90.91%]	JARDIM CURITIBA (5) [72.73%] | Jardim Curitiba (5) [72.73%] | Jardim Curitiba 4 (2) [81.82%]	JARDIM CURITIBA IV (25) | JARDIM CURITIBA (5) | Jardim Curitiba (5) | Jardim Curitiba 4 (2) | CURITIBA IV (1) | JARDIM CURITBA IV (1) | Jardim Curitiba IV (1)
74480460	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	15	9	0	6	60.0	JARDIM CURITIBA IV (9)		JARDIM CURITIBA (4) [72.73%] | Jardim Curitiba (1) [72.73%] | PARQUE MARACANÃ (1) [18.18%]	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (4) | Jardim Curitiba (1) | PARQUE MARACANÃ (1)
74480470	BLOQUEADO	CURITIBA	JARDIM CURITIBA	7	4	0	3	28.57	JARDIM CURITIBA (2) | Jardim Curitiba (2)		JARDIM CURITIBA IV (2) [72.73%] | JARDIM CURITIBA I (1) [80.0%]	JARDIM CURITIBA (2) | Jardim Curitiba (2) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)
74480480	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	3	2	0	1	66.67	JARDIM CURITIBA IV (2)		Jardim Curitiba (1) [72.73%]	JARDIM CURITIBA IV (2) | Jardim Curitiba (1)
74480485	BLOQUEADO	CURITIBA	JARDIM CURITIBA	6	3	0	3	33.33	JARDIM CURITIBA (2) | Jardim Curitiba (1)		JARDIM CURITIBA IV (1) [72.73%] | Jardim Curitiba lV (1) [72.73%] | JARDIM VISTA BELA (1) [20.0%]	JARDIM CURITIBA (2) | Jardim Curitiba (1) | JARDIM CURITIBA IV (1) | Jardim Curitiba lV (1) | JARDIM VISTA BELA (1)
74480490	REVISAR	CURITIBA IV	JARDIM CURITIBA IV	5	4	0	1	80.0	JARDIM CURITIBA IV (4)		JARDIM CURITIBA 4 (1) [81.82%]	JARDIM CURITIBA IV (4) | JARDIM CURITIBA 4 (1)
74480500	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	5	3	0	2	60.0	JARDIM CURITIBA IV (3)		JARDIM CURITIBA (1) [72.73%] | Jardim Curitiba 4 (1) [81.82%]	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (1) | Jardim Curitiba 4 (1)
74480510	BLOQUEADO	CURITIBA	Jardim Curitiba	2	1	0	1	50.0	Jardim Curitiba (1)		JARDIM CURITIBA IV (1) [72.73%]	Jardim Curitiba (1) | JARDIM CURITIBA IV (1)
74480520	REVISAR	CURITIBA IV	JARDIM CURITIBA IV	11	10	0	1	90.91	JARDIM CURITIBA IV (10)		Jardim Curitiba (1) [72.73%]	JARDIM CURITIBA IV (10) | Jardim Curitiba (1)
74480530	REVISAR	CURITIBA IV	JARDIM CURITIBA IV	17	14	0	3	76.47	JARDIM CURITIBA IV (13) | CURITIBA IV (1)		Jardim Curitiba (1) [72.73%] | JARDIM CURITIBA (1) [72.73%] | Jardim Curitiba 4 (1) [81.82%]	JARDIM CURITIBA IV (13) | CURITIBA IV (1) | Jardim Curitiba (1) | JARDIM CURITIBA (1) | Jardim Curitiba 4 (1)
74480540	REVISAR	CURITIBA IV	JARDIM CURITIBA IV	6	5	0	1	83.33	JARDIM CURITIBA IV (5)		JARDIM CURITIBA (1) [72.73%]	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)
74480550	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	6	4	0	2	66.67	JARDIM CURITIBA IV (4)		JARDIM CURITIBA (2) [72.73%]	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)
74480558	SEGURO	CURITIBA IV	JARDIM CURITIBA IV	1	1	0	0	100.0	JARDIM CURITIBA IV (1)			JARDIM CURITIBA IV (1)
74480560	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	14	9	0	5	64.29	JARDIM CURITIBA IV (9)		JARDIM CURITIBA (3) [72.73%] | Jardim Curitiba (2) [72.73%]	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (3) | Jardim Curitiba (2)
74480570	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	10	8	0	2	70.0	JARDIM CURITIBA IV (7) | Jardim Curitiba IV (1)		Jardim Curitiba (2) [72.73%]	JARDIM CURITIBA IV (7) | Jardim Curitiba (2) | Jardim Curitiba IV (1)
74480579	SEGURO	CURITIBA IV	JARDIM CURITIBA IV	1	1	0	0	100.0	JARDIM CURITIBA IV (1)			JARDIM CURITIBA IV (1)
74480580	SEGURO	CURITIBA IV	JARDIM CURITIBA IV	1	1	0	0	100.0	JARDIM CURITIBA IV (1)			JARDIM CURITIBA IV (1)
74480590	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	6	4	0	2	66.67	JARDIM CURITIBA IV (4)		Jardim Curitiba (1) [72.73%] | RESIDENCIAL FORTALEZA (1) [14.29%]	JARDIM CURITIBA IV (4) | Jardim Curitiba (1) | RESIDENCIAL FORTALEZA (1)
74480600	BLOQUEADO	CURITIBA	JARDIM CURITIBA	2	1	0	1	50.0	JARDIM CURITIBA (1)		JARDIM CURITIBA IV (1) [72.73%]	JARDIM CURITIBA (1) | JARDIM CURITIBA IV (1)
74480610	BLOQUEADO	CURITIBA	JARDIM CURITIBA	5	2	0	3	40.0	JARDIM CURITIBA (2)		JARDIM CURITIBA IV (2) [72.73%] | PARQUE TREMENDÃO (1) [11.11%]	JARDIM CURITIBA (2) | JARDIM CURITIBA IV (2) | PARQUE TREMENDÃO (1)
74480620	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	8	5	0	3	62.5	JARDIM CURITIBA IV (5)		JARDIM CURITIBA (2) [72.73%] | JARDIM CURITIBA 4 (1) [81.82%]	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (2) | JARDIM CURITIBA 4 (1)
74480630	SEGURO	CURITIBA IV	JARDIM CURITIBA IV	4	4	0	0	100.0	JARDIM CURITIBA IV (4)			JARDIM CURITIBA IV (4)
74480640	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	5	3	0	2	60.0	JARDIM CURITIBA IV (3)		JARDIM CURITIBA (2) [72.73%]	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (2)
74480650	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	30	19	0	11	63.33	JARDIM CURITIBA IV (19)		JARDIM CURITIBA (7) [72.73%] | Jardim Curitiba (1) [72.73%] | JARDIM LIBERDADE (1) [9.09%] | SÃO CARLOS (1) [0.0%] | VILA MUTIRÃO (1) [36.36%]	JARDIM CURITIBA IV (19) | JARDIM CURITIBA (7) | Jardim Curitiba (1) | JARDIM LIBERDADE (1) | SÃO CARLOS (1) | VILA MUTIRÃO (1)
74480660	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	11	7	0	4	54.55	JARDIM CURITIBA IV (6) | CURITIBA IV (1)		JARDIM CURITIBA (3) [72.73%] | Jardim Curitiba 4 (1) [81.82%]	JARDIM CURITIBA IV (6) | JARDIM CURITIBA (3) | CURITIBA IV (1) | Jardim Curitiba 4 (1)
74480700	SEGURO	CURITIBA	JARDIM CURITIBA	1	1	0	0	100.0	JARDIM CURITIBA (1)			JARDIM CURITIBA (1)
74480710	BLOQUEADO	CURITIBA	Jardim Curitiba	2	1	0	1	50.0	Jardim Curitiba (1)		MANSOES PARAISO (1) [6.67%]	Jardim Curitiba (1) | MANSOES PARAISO (1)
74480711	SEGURO	CURITIBA 2	Jardim Curitiba 2	1	1	0	0	100.0	Jardim Curitiba 2 (1)			Jardim Curitiba 2 (1)
74480720	BLOQUEADO	CURITIBA II	JARDIM CURITIBA II	2	1	0	1	50.0	JARDIM CURITIBA II (1)		MANSÕES PARAÍSO (1) [13.33%]	JARDIM CURITIBA II (1) | MANSÕES PARAÍSO (1)
74480800	BLOQUEADO	CURITIBA IV	JARDIM CURITIBA IV	11	4	1	6	36.36	JARDIM CURITIBA IV (4)	JARDIM CURITIBA II (1) [90.91%]	JARDIM CURITIBA (2) [72.73%] | Jardim Curitiba 2 (1) [81.82%] | Jardim Curitiba 3 (1) [81.82%] | Jardim Curitiba 4 (1) [81.82%] | VILA MUTIRÃO (1) [36.36%]	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2) | Jardim Curitiba 2 (1) | Jardim Curitiba 3 (1) | Jardim Curitiba 4 (1) | JARDIM CURITIBA II (1) | VILA MUTIRÃO (1)
74480860	SEGURO	TREMENDAO	PARQUE TREMENDÃO	1	1	0	0	100.0	PARQUE TREMENDÃO (1)			PARQUE TREMENDÃO (1)
74480970	SEGURO	MUTIRAO	VILA MUTIRÃO	1	1	0	0	100.0	VILA MUTIRÃO (1)			VILA MUTIRÃO (1)
74481030	BLOQUEADO	CURITIBA 2	JARDIM CURITIBA 2	2	1	0	1	50.0	JARDIM CURITIBA 2 (1)		JARDIM CURITIBA IV (1) [81.82%]	JARDIM CURITIBA 2 (1) | JARDIM CURITIBA IV (1)
74481070	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481090	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481100	SEGURO	CURITIBA	JARDIM CURITIBA	1	1	0	0	100.0	JARDIM CURITIBA (1)			JARDIM CURITIBA (1)
74481110	SEGURO	CURITIBA	Jardim Curitiba	3	3	0	0	100.0	Jardim Curitiba (3)			Jardim Curitiba (3)
74481130	SEGURO	CURITIBA	JARDIM CURITIBA	2	2	0	0	50.0	JARDIM CURITIBA (1) | Jardim Curitiba (1)			JARDIM CURITIBA (1) | Jardim Curitiba (1)
74481140	SEGURO	CURITIBA	JARDIM CURITIBA	2	2	0	0	100.0	JARDIM CURITIBA (2)			JARDIM CURITIBA (2)
74481150	SEGURO	CURITIBA	JARDIM CURITIBA	1	1	0	0	100.0	JARDIM CURITIBA (1)			JARDIM CURITIBA (1)
74481160	SEGURO	CURITIBA I	JARDIM CURITIBA I	1	1	0	0	100.0	JARDIM CURITIBA I (1)			JARDIM CURITIBA I (1)
74481190	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481195	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481200	SEGURO	CURITIBA	JARDIM CURITIBA	2	2	0	0	50.0	JARDIM CURITIBA (1) | Jardim Curitiba (1)			JARDIM CURITIBA (1) | Jardim Curitiba (1)
74481220	BLOQUEADO	CURITIBA	JARDIM CURITIBA	2	1	0	1	50.0	JARDIM CURITIBA (1)		JARDIM CURITIBA 2 (1) [80.0%]	JARDIM CURITIBA (1) | JARDIM CURITIBA 2 (1)
74481250	SEGURO	CURITIBA	JARDIM CURITIBA	2	2	0	0	100.0	JARDIM CURITIBA (2)			JARDIM CURITIBA (2)
74481290	SEGURO	CURITIBA	JARDIM CURITIBA	1	1	0	0	100.0	JARDIM CURITIBA (1)			JARDIM CURITIBA (1)
74481375	SEGURO	CURITIBA	JARDIM CURITIBA	1	1	0	0	100.0	JARDIM CURITIBA (1)			JARDIM CURITIBA (1)
74481450	SEGURO	CURITIBA III	JARDIM CURITIBA III	1	1	0	0	100.0	JARDIM CURITIBA III (1)			JARDIM CURITIBA III (1)
74481460	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481470	SEGURO	CURITIBA III	JARDIM CURITIBA III	1	1	0	0	100.0	JARDIM CURITIBA III (1)			JARDIM CURITIBA III (1)
74481530	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481550	SEGURO	CURITIBA	Jardim Curitiba	1	1	0	0	100.0	Jardim Curitiba (1)			Jardim Curitiba (1)
74481560	SEGURO	CURITIBA	JARDIM CURITIBA	2	2	0	0	50.0	JARDIM CURITIBA (1) | Jardim Curitiba (1)			JARDIM CURITIBA (1) | Jardim Curitiba (1)
74481580	REVISAR	CURITIBA	Jardim Curitiba	4	3	0	1	75.0	Jardim Curitiba (3)		Jardim Curitiba 2 (1) [80.0%]	Jardim Curitiba (3) | Jardim Curitiba 2 (1)
74481610	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	6	6	0	0	66.67	RESIDENCIAL GREEN PARK (4) | Residencial Green Park (2)			RESIDENCIAL GREEN PARK (4) | Residencial Green Park (2)
74481615	REVISAR	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	5	4	0	1	80.0	RESIDENCIAL GREEN PARK (4)		VILA MUTIRAO (1) [13.64%]	RESIDENCIAL GREEN PARK (4) | VILA MUTIRAO (1)
74481620	BLOQUEADO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	7	5	0	2	71.43	RESIDENCIAL GREEN PARK (5)		GREEN PARK (1) [66.67%] | VILA MUTIRÃO (1) [13.64%]	RESIDENCIAL GREEN PARK (5) | GREEN PARK (1) | VILA MUTIRÃO (1)
74481625	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	3	3	0	0	100.0	RESIDENCIAL GREEN PARK (3)			RESIDENCIAL GREEN PARK (3)
74481630	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	7	7	0	0	100.0	RESIDENCIAL GREEN PARK (7)			RESIDENCIAL GREEN PARK (7)
74481635	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	8	8	0	0	87.5	RESIDENCIAL GREEN PARK (7) | Residencial Green Park (1)			RESIDENCIAL GREEN PARK (7) | Residencial Green Park (1)
74481640	REVISAR	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	12	10	0	2	75.0	RESIDENCIAL GREEN PARK (9) | Residencial Green Park (1)		RES. GREEN PARK (1) [63.64%] | VILA MUTIRÃO (1) [13.64%]	RESIDENCIAL GREEN PARK (9) | RES. GREEN PARK (1) | Residencial Green Park (1) | VILA MUTIRÃO (1)
74481655	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	5	5	0	0	60.0	RESIDENCIAL GREEN PARK (3) | Residencial Green Park (2)			RESIDENCIAL GREEN PARK (3) | Residencial Green Park (2)
74481657	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	3	3	0	0	100.0	RESIDENCIAL GREEN PARK (3)			RESIDENCIAL GREEN PARK (3)
74481700	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	32	20	0	12	28.12	MANSÕES PARAÍSO (9) | MANSOES PARAISO (7) | MANSÕES PARAISO (4)		Residencial Mansões Paraíso (6) [66.67%] | RESIDENCIAL MANSÕES PARAÍSO (6) [66.67%]	MANSÕES PARAÍSO (9) | MANSOES PARAISO (7) | Residencial Mansões Paraíso (6) | RESIDENCIAL MANSÕES PARAÍSO (6) | MANSÕES PARAISO (4)
74481705	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	48	34	1	13	37.5	MANSÕES PARAÍSO (18) | MANSÕES PARAISO (11) | MANSOES PARAISO (5)	MANÇOES PARAÍSO (1) [93.33%]	RESIDENCIAL MANSÕES PARAÍSO (8) [66.67%] | Residencial Mansões Paraíso (5) [66.67%]	MANSÕES PARAÍSO (18) | MANSÕES PARAISO (11) | RESIDENCIAL MANSÕES PARAÍSO (8) | MANSOES PARAISO (5) | Residencial Mansões Paraíso (5) | MANÇOES PARAÍSO (1)
74481710	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	45	28	0	17	33.33	MANSÕES PARAISO (15) | MANSOES PARAISO (7) | MANSÕES PARAÍSO (6)		Residencial Mansões Paraíso (9) [66.67%] | RESIDENCIAL MANSÕES PARAÍSO (8) [66.67%]	MANSÕES PARAISO (15) | Residencial Mansões Paraíso (9) | RESIDENCIAL MANSÕES PARAÍSO (8) | MANSOES PARAISO (7) | MANSÕES PARAÍSO (6)
74481715	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	50	27	0	23	22.0	MANSÕES PARAÍSO (11) | MANSÕES PARAISO (11) | MANSOES PARAISO (5)		RESIDENCIAL MANSÕES PARAÍSO (10) [66.67%] | Residencial Mansões Paraíso (8) [66.67%] | RESIDENCIAL MANSÕES PARAISO (2) [66.67%] | JARDIM CURITIBA IV (1) [13.33%] | RESIDENCIAL MANSÕES DO PARAISO (1) [50.0%] | RESIDENCIAL MANSOES PARAISO (1) [66.67%]	MANSÕES PARAÍSO (11) | MANSÕES PARAISO (11) | RESIDENCIAL MANSÕES PARAÍSO (10) | Residencial Mansões Paraíso (8) | MANSOES PARAISO (5) | RESIDENCIAL MANSÕES PARAISO (2) | JARDIM CURITIBA IV (1) | RESIDENCIAL MANSÕES DO PARAISO (1) | RESIDENCIAL MANSOES PARAISO (1)
74481720	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	13	8	0	5	23.08	MANSÕES PARAISO (3) | MANSÕES PARAÍSO (2) | MANSOES PARAISO (2) | MANSÔES PARAISO (1)		Residencial Mansões Paraíso (2) [66.67%] | NOVO PLANALTO (1) [40.0%] | RESIDENCIAL MANSÕES PARAÍSO (1) [66.67%] | SETOR NOVO PLANALTO (1) [40.0%]	MANSÕES PARAISO (3) | MANSÕES PARAÍSO (2) | MANSOES PARAISO (2) | Residencial Mansões Paraíso (2) | MANSÔES PARAISO (1) | NOVO PLANALTO (1) | RESIDENCIAL MANSÕES PARAÍSO (1) | SETOR NOVO PLANALTO (1)
74481725	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	13	8	0	5	38.46	MANSÕES PARAISO (5) | MANSÕES PARAÍSO (3)		RESIDENCIAL MANSÕES PARAÍSO (4) [66.67%] | Residencial Mansões Paraíso (1) [66.67%]	MANSÕES PARAISO (5) | RESIDENCIAL MANSÕES PARAÍSO (4) | MANSÕES PARAÍSO (3) | Residencial Mansões Paraíso (1)
74481730	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	14	10	0	4	35.71	MANSÕES PARAÍSO (5) | MANSÕES PARAISO (4) | MANSOES PARAISO (1)		RESIDENCIAL MANSÕES PARAÍSO (4) [66.67%]	MANSÕES PARAÍSO (5) | MANSÕES PARAISO (4) | RESIDENCIAL MANSÕES PARAÍSO (4) | MANSOES PARAISO (1)
74481735	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	0	100.0	MANSÕES PARAISO (1)			MANSÕES PARAISO (1)
74481740	SEGURO	MANSOES PARAISO	MANSÕES PARAÍSO	5	5	0	0	60.0	MANSÕES PARAÍSO (3) | MANSÕES PARAISO (2)			MANSÕES PARAÍSO (3) | MANSÕES PARAISO (2)
74481755	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	4	3	0	1	50.0	MANSÕES PARAISO (2) | MANSOES PARAISO (1)		RESIDENCIAL MANSÕES PARAÍSO (1) [66.67%]	MANSÕES PARAISO (2) | MANSOES PARAISO (1) | RESIDENCIAL MANSÕES PARAÍSO (1)
74481760	SEGURO	MANSOES PARAISO	MANSÕES PARAÍSO	4	4	0	0	50.0	MANSÕES PARAÍSO (2) | MANSÕES PARAISO (1) | MANSOES PARAISO (1)			MANSÕES PARAÍSO (2) | MANSÕES PARAISO (1) | MANSOES PARAISO (1)
74481770	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	0	100.0	MANSÕES PARAISO (1)			MANSÕES PARAISO (1)
74482070	SEGURO	MARACANA	PARQUE MARACANÃ	1	1	0	0	100.0	PARQUE MARACANÃ (1)			PARQUE MARACANÃ (1)
74482130	SEGURO	MARACANA	PARQUE MARACANÃ	3	3	0	0	33.33	PARQUE MARACANÃ (1) | PARQUE MARACANA (1) | Parque Maracanã (1)			PARQUE MARACANÃ (1) | PARQUE MARACANA (1) | Parque Maracanã (1)
74482350	SEGURO	SITIOS DE RECREIO DOS BANDEIRANTES	SÍTIOS DE RECREIO DOS BANDEIRANTES	1	1	0	0	100.0	SÍTIOS DE RECREIO DOS BANDEIRANTES (1)			SÍTIOS DE RECREIO DOS BANDEIRANTES (1)
74483009	SEGURO	CAROLINA PARQUE	CAROLINA PARQUE	1	1	0	0	100.0	CAROLINA PARQUE (1)			CAROLINA PARQUE (1)
74483010	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (2)			PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483013	SEGURO	CAROLINA PARQUE	CAROLINA PARQUE	1	1	0	0	100.0	CAROLINA PARQUE (1)			CAROLINA PARQUE (1)
74483018	SEGURO	CAROLINA PARQUE	Carolina Parque	1	1	0	0	100.0	Carolina Parque (1)			Carolina Parque (1)
74483030	REVISAR	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	4	3	0	1	75.0	PARQUE INDUSTRIAL JOÃO BRAZ (3)		PARQUE INDUSTRIAL JOAO BRAZ QD 70 LT 12 CASA 01 (1) [50.0%]	PARQUE INDUSTRIAL JOÃO BRAZ (3) | PARQUE INDUSTRIAL JOAO BRAZ QD 70 LT 12 CASA 01 (1)
74483035	SEGURO	CAROLINA PARQUE EXTENSAO	CAROLINA PARQUE EXTENSÃO	1	1	0	0	100.0	CAROLINA PARQUE EXTENSÃO (1)			CAROLINA PARQUE EXTENSÃO (1)
74483040	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (1)			PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483056	SEGURO	CAROLINA PARQUE EXTENSAO	CAROLINA PARQUE EXTENSÃO	1	1	0	0	100.0	CAROLINA PARQUE EXTENSÃO (1)			CAROLINA PARQUE EXTENSÃO (1)
74483090	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	1	1	0	0	100.0	ESPLANADA DO ANICUNS (1)			ESPLANADA DO ANICUNS (1)
74483100	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (1)			PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483110	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (1)			PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483130	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	0	50.0	PARQUE INDUSTRIAL JOÃO BRAZ (1) | Parque Industrial João Braz (1)			PARQUE INDUSTRIAL JOÃO BRAZ (1) | Parque Industrial João Braz (1)
74483140	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (1)			PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483150	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	3	3	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (3)			PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483160	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (2)			PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483170	SEGURO	INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	0	100.0	PARQUE INDUSTRIAL JOÃO BRAZ (2)			PARQUE INDUSTRIAL JOÃO BRAZ (2)
