CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	SITUACAO	VARIACOES_OU_FAMILIAS
74620320	VILA MORAIS	7	AUTO	VILA MORAIS (7)
74620330	VILA MORAIS	4	AUTO	VILA MORAIS (4)
74620365	VILA MORAIS	1	AUTO	VILA MORAIS (1)
74620375	VILA MORAIS	6	AUTO	VILA MORAIS (6)
74620400	VILA MORAIS	3	AUTO	VILA MORAIS (3)
74620410	VILA MORAIS	1	AUTO	VILA MORAIS (1)
74630134	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74635100	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74645527	MARABA	1	AUTO	SETOR MARABÁ (1)
74655150	VILA MONTICELLI	1	AUTO	VILA MONTICELLI (1)
74675380	RESIDENCIAL ANGLO	1	AUTO	RESIDENCIAL ANGLO (1)
74675400	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74680130	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74700170	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74703010	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74703020	JARDIM NOVO MUNDO	12	AUTO	JARDIM NOVO MUNDO (12)
74703030	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74703060	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74703070	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74703080	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74703100	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74703118	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74703140	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74703210	VILA MARTINS	1	AUTO	VILA MARTINS (1)
74703220	VILA MARTINS	3	AUTO	VILA MARTINS (3)
74703230	VILA MARTINS	1	AUTO	VILA MARTINS (1)
74703300	JARDIM CALIFORNIA PARQUE INDUSTRIAL	1	AUTO	JARDIM CALIFÓRNIA PARQUE INDUSTRIAL (1)
74705010	JARDIM NOVO MUNDO	7	AUTO	JARDIM NOVO MUNDO (7)
74705015	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74705020	JARDIM NOVO MUNDO	9	AUTO	JARDIM NOVO MUNDO (9)
74705040	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74705050	JARDIM NOVO MUNDO	15	VARIACAO	JARDIM NOVO MUNDO (14) | JARDIM  NOVO MUNDO (1)
74705070	JARDIM NOVO MUNDO	5	AUTO	JARDIM NOVO MUNDO (5)
74705080	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74705100	JARDIM NOVO MUNDO	7	AUTO	JARDIM NOVO MUNDO (7)
74705110	JARDIM NOVO MUNDO	6	AUTO	JARDIM NOVO MUNDO (6)
74705120	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74705130	JARDIM NOVO MUNDO	6	AUTO	JARDIM NOVO MUNDO (6)
74705140	JARDIM NOVO MUNDO	14	AUTO	JARDIM NOVO MUNDO (14)
74705150	JARDIM NOVO MUNDO	17	AUTO	JARDIM NOVO MUNDO (17)
74705160	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74705170	JARDIM NOVO MUNDO	16	AUTO	JARDIM NOVO MUNDO (16)
74705180	JARDIM NOVO MUNDO	5	AUTO	JARDIM NOVO MUNDO (5)
74705190	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74705200	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74705210	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74705220	JARDIM NOVO MUNDO	9	AUTO	JARDIM NOVO MUNDO (9)
74705230	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74705240	JARDIM NOVO MUNDO	7	REVISAR	JARDIM NOVO MUNDO (6) | JD NOVO MUNDO (1)
74705250	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74705270	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74705280	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74705290	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74705300	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74705310	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74705340	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74710010	JARDIM NOVO MUNDO	23	AUTO	JARDIM NOVO MUNDO (23)
74710040	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74710050	JARDIM NOVO MUNDO	16	AUTO	JARDIM NOVO MUNDO (16)
74710060	JARDIM NOVO MUNDO	13	AUTO	JARDIM NOVO MUNDO (13)
74710070	JARDIM NOVO MUNDO	12	AUTO	JARDIM NOVO MUNDO (12)
74710080	JARDIM NOVO MUNDO	8	AUTO	JARDIM NOVO MUNDO (8)
74710090	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74710100	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74710110	JARDIM NOVO MUNDO	9	REVISAR	JARDIM NOVO MUNDO (8) | JARDIM EMANUELE (1)
74710120	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74710130	JARDIM NOVO MUNDO	8	AUTO	JARDIM NOVO MUNDO (8)
74710140	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74710160	JARDIM NOVO MUNDO	4	REVISAR	JARDIM NOVO MUNDO (3) | VILA MARIA LUIZA (1)
74710170	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74710180	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710200	JARDIM NOVO MUNDO	7	AUTO	JARDIM NOVO MUNDO (7)
74710210	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74710220	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74710230	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74710240	JARDIM NOVO MUNDO	13	VARIACAO	JARDIM NOVO MUNDO (12) | JARDIM  NOVO MUNDO (1)
74710250	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74710260	JARDIM NOVO MUNDO	115	REVISAR	JARDIM NOVO MUNDO (111) | RESID EMANUELLI JARDIM NOVO MUNDO (1) | JARDIM EMANUELI (1) | JD EMANUELLE NOVO MUNDO (1) | JARDIM NOVO MUNDO 3 (1)
74710263	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710264	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710265	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710267	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74710268	JARDIM NOVO MUNDO	1	AUTO	Jardim novo mundo (1)
74710302	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710304	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74710320	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74710360	JARDIM NOVO MUNDO	15	VARIACAO	JARDIM NOVO MUNDO (14) | JARDIM  NOVO MUNDO (1)
74710370	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74710375	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74710380	JARDIM NOVO MUNDO	6	AUTO	JARDIM NOVO MUNDO (6)
74710400	JARDIM NOVO MUNDO	8	AUTO	JARDIM NOVO MUNDO (8)
74710420	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710430	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74710450	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74710460	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74710470	JARDIM NOVO MUNDO	7	AUTO	JARDIM NOVO MUNDO (7)
74711010	VILA BANDEIRANTES	2	AUTO	VILA BANDEIRANTES (2)
74711020	VILA BANDEIRANTE	3	REVISAR	VILA BANDEIRANTE (2) | JARDIM NOVO MUNDO (1)
74711040	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74711507	AGUA BRANCA	1	AUTO	ÁGUA BRANCA (1)
74713080	VILA ROMANA	1	AUTO	VILA ROMANA (1)
74713110	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74713189	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74713190	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74713200	JARDIM NOVO MUNDO	8	AUTO	JARDIM NOVO MUNDO (8)
74713210	JARDIM NOVO MUNDO	17	AUTO	JARDIM NOVO MUNDO (17)
74713240	JARDIM NOVO MUNDO	5	AUTO	JARDIM NOVO MUNDO (5)
74713250	JARDIM NOVO MUNDO	8	AUTO	JARDIM NOVO MUNDO (8)
74713280	JARDIM NOVO MUNDO	6	AUTO	JARDIM NOVO MUNDO (6)
74713290	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74713300	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74713330	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74713360	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74713380	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74713390	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74713420	JARDIM NOVO MUNDO	6	AUTO	JARDIM NOVO MUNDO (6)
74713440	JARDIM NOVO MUNDO	7	REVISAR	JARDIM NOVO MUNDO (6) | RESIDENCIAL JARDIM EMANUELE (1)
74715010	JARDIM NOVO MUNDO	5	AUTO	JARDIM NOVO MUNDO (5)
74715020	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715040	JARDIM NOVO MUNDO	7	AUTO	JARDIM NOVO MUNDO (7)
74715060	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715070	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74715080	JARDIM NOVO MUNDO	5	AUTO	JARDIM NOVO MUNDO (5)
74715100	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715110	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715120	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715130	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715140	JARDIM NOVO MUNDO	5	AUTO	Jardim Novo Mundo (5)
74715160	JARDIM NOVO MUNDO	10	AUTO	JARDIM NOVO MUNDO (10)
74715170	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715190	JARDIM CALIFORNIA	1	AUTO	JARDIM CALIFORNIA (1)
74715200	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74715210	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74715230	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74715240	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715250	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715260	JARDIM NOVO MUNDO	8	AUTO	JARDIM NOVO MUNDO (8)
74715270	JARDIM NOVO MUNDO	4	AUTO	JARDIM NOVO MUNDO (4)
74715280	JARDIM NOVO MUNDO	3	AUTO	JARDIM NOVO MUNDO (3)
74715300	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715310	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74715320	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715340	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715370	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715380	JARDIM NOVO MUNDO	6	AUTO	JARDIM NOVO MUNDO (6)
74715400	JARDIM NOVO MUNDO	5	AUTO	JARDIM NOVO MUNDO (5)
74715410	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715415	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715420	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715430	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715440	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715450	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74715470	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715480	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715490	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715500	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715550	JARDIM NOVO MUNDO	7	AUTO	JARDIM NOVO MUNDO (7)
74715560	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74715580	JARDIM NOVO MUNDO	2	AUTO	JARDIM NOVO MUNDO (2)
74715590	JARDIM NOVO MUNDO	9	AUTO	JARDIM NOVO MUNDO (9)
74715640	JARDIM NOVO MUNDO	1	AUTO	Jardim Novo Mundo (1)
74720140	VILA MARIA LUIZA	3	AUTO	VILA MARIA LUIZA (3)
74720160	VILA MARIA LUIZA	2	AUTO	VILA MARIA LUIZA (2)
74720170	VILA MARIA LUIZ	1	AUTO	VILA MARIA LUIZ (1)
74720180	VILA MARIA LUIZA	2	AUTO	VILA MARIA LUIZA (2)
74720200	VILA MARIA LUIZA	5	REVISAR	VILA MARIA LUIZA (4) | MARIA LUIZA (1)
74720210	VILA MARIA LUIZA	4	AUTO	VILA MARIA LUIZA (4)
74720220	VILA MARIA LUIZA	1	AUTO	VILA MARIA LUIZA (1)
74720240	VILA MARIA LUIZA	2	AUTO	VILA MARIA LUIZA (2)
74720250	VILA MARIA LUIZA	3	AUTO	VILA MARIA LUIZA (3)
74720260	VILA MARIA LUIZA	5	AUTO	VILA MARIA LUIZA (5)
74720280	VILA MARIA LUIZA	5	AUTO	VILA MARIA LUIZA (5)
74723010	AGUA BRANCA	3	AUTO	ÁGUA BRANCA (3)
74723035	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74723060	AGUA BRANCA	1	AUTO	AGUA BRANCA (1)
74723100	JARDIM BRASIL	2	REVISAR	JARDIM BRASIL (1) | AGUA BRANCA (1)
74723110	AGUA BRANCA	2	AUTO	AGUA BRANCA (2)
74723150	AGUA BRANCA	1	AUTO	Água Branca (1)
74723180	AGUA BRANCA	1	AUTO	ÁGUA BRANCA (1)
74723190	AGUA BRANCA	1	AUTO	ÁGUA BRANCA (1)
74723200	AGUA BRANCA	3	AUTO	ÁGUA BRANCA (3)
74723210	AGUA BRANCA	1	AUTO	AGUA BRANCA (1)
74723230	AGUA BRANCA	2	AUTO	ÁGUA BRANCA (2)
74723240	AGUA BRANCA	1	AUTO	ÁGUA BRANCA (1)
74723270	AGUA BRANCA	1	AUTO	ÁGUA BRANCA (1)
74723280	AGUA BRANCA	1	AUTO	AGUA BRANCA (1)
74723290	AGUA BRANCA	9	AUTO	ÁGUA BRANCA (9)
74723300	AGUA BRANCA	3	AUTO	AGUA BRANCA (3)
74723310	AGUA BRANCA	1	AUTO	ÁGUA BRANCA (1)
74723330	AGUA BRANCA	3	AUTO	AGUA BRANCA (3)
74723350	AGUA BRANCA	2	AUTO	AGUA BRANCA (2)
74730110	CONJUNTO RIVIERA	1	AUTO	CONJUNTO RIVIERA (1)
74730120	CONJUNTO RIVIERA	3	AUTO	CONJUNTO RIVIERA (3)
74730130	CONJUNTO RIVIERA	1	AUTO	Conjunto Riviera (1)
74730140	CONJUNTO RIVIEIRA	2	REVISAR	CONJUNTO RIVIEIRA (1) | CONJUNTO RIVIERA (1)
74730150	CONJUNTO RIVIERA	1	AUTO	CONJUNTO RIVIERA (1)
74730200	CONJUNTO RIVIERA	1	AUTO	CONJUNTO RIVIERA (1)
74730210	CONJUNTO RIVIERA	1	AUTO	Conjunto Riviera (1)
74730250	CONJUNTO RIVIERA	2	AUTO	CONJUNTO RIVIERA (2)
74730270	CONJUNTO RIVIERA	2	AUTO	CONJUNTO RIVIERA (2)
74730280	CONJUNTO RIVIERA	1	AUTO	CONJUNTO RIVIERA (1)
74730290	CONJUNTO RIVIERA	1	AUTO	CONJUNTO RIVIERA (1)
74730320	JARDIM BRASIL	2	AUTO	Jardim Brasil (2)
74730330	JARDIM BRASIL	1	AUTO	JARDIM BRASIL (1)
74730350	JARDIM BRASIL	1	AUTO	JARDIM BRASIL (1)
74730360	JARDIM BRASIL	2	AUTO	JARDIM BRASIL (2)
74730370	JARDIM BRASIL	2	AUTO	JARDIM BRASIL (2)
74730420	JARDIM BRASIL	1	AUTO	JARDIM BRASIL (1)
74730435	JARDIM BRASIL	1	AUTO	JARDIM BRASIL (1)
74730440	JARDIM BRASIL	3	AUTO	JARDIM BRASIL (3)
74730460	JARDIM BRASIL	2	AUTO	JARDIM BRASIL (2)
74730500	SONHO VERDE	1	AUTO	SONHO VERDE (1)
74730505	SONHO VERDE	1	AUTO	SONHO VERDE (1)
74730510	RESIDENCIAL SONHO VERDE	1	AUTO	RESIDENCIAL SONHO VERDE (1)
74730520	RESIDENCIAL SONHO VERDE	3	AUTO	RESIDENCIAL SONHO VERDE (3)
74730535	RESIDENCIAL SONHO VERDE	2	AUTO	Residencial Sonho Verde (2)
74730560	RESIDENCIAL SONHO VERDE	1	AUTO	Residencial Sonho Verde (1)
74734080	JARDIM CALIFORNIA	1	AUTO	JARDIM CALIFORNIA (1)
74735010	JARDIM CALIFORNIA	4	AUTO	JARDIM CALIFORNIA (4)
74735020	JARDIM CALIFORNIA	1	AUTO	Jardim Califórnia (1)
74735060	JARDIM CALIFORNIA	1	AUTO	JARDIM CALIFÓRNIA (1)
74735080	JARDIM CALIFORNIA	6	AUTO	JARDIM CALIFORNIA (6)
74735100	JARDIM CALIFORNIA	1	AUTO	JARDIM CALIFÓRNIA (1)
74735110	JARDIM CALIFORNIA	2	AUTO	JARDIM CALIFORNIA (2)
74735130	JARDIM CALIFORNIA	1	AUTO	JARDIM CALIFÓRNIA (1)
74735150	JARDIM CALIFORNIA	4	AUTO	JARDIM CALIFÓRNIA (4)
74735170	JARDIM CALIFORNIA	4	AUTO	JARDIM CALIFÓRNIA (4)
74735190	JARDIM CALIFORNIA	1	AUTO	Jardim Califórnia (1)
74735320	RESIDENCIAL OLINDA	1	AUTO	RESIDENCIAL OLINDA (1)
74735340	RESIDENCIAL OLINDA	1	AUTO	Residencial Olinda (1)
74735360	RESIDENCIAL OLINDA	1	AUTO	Residencial Olinda (1)
74735370	RESIDENCIAL OLINDA	2	AUTO	RESIDENCIAL OLINDA (2)
74735400	RESIDENCIAL OLINDA	4	AUTO	RESIDENCIAL OLINDA (4)
74735410	RESIDENCIAL OLINDA	1	AUTO	RESIDENCIAL OLINDA (1)
74735440	RESIDENCIAL OLINDA	1	AUTO	RESIDENCIAL OLINDA (1)
74735465	RESIDENCIAL VALE DO ARAGUIA	1	AUTO	RESIDENCIAL VALE DO ARAGUIA (1)
74735500	RESIDENCIAL VALE DO ARAGUAIA	2	AUTO	RESIDENCIAL VALE DO ARAGUAIA (2)
74735525	RESIDENCIAL VALE DO ARAGUAIA	1	AUTO	RESIDENCIAL VALE DO ARAGUAIA (1)
74735545	RESIDENCIAL VALE DO ARAGUAIA	1	AUTO	RESIDENCIAL VALE DO ARAGUAIA (1)
74735560	RESIDENCIAL VALE DO ARAGUAIA	1	AUTO	Residencial Vale do Araguaia (1)
74735586	RESIDENCIAL VALE DO ARAGUAIA	1	AUTO	Residencial Vale do Araguaia (1)
74735590	RESIDENCIAL VALE DO ARAGUAIA	1	AUTO	RESIDENCIAL VALE DO ARAGUAIA (1)
74735651	VILA MARTINS EXTENSAO	1	AUTO	VILA MARTINS EXTENSÃO (1)
74735658	VILA MARTINS EXTENSAO	1	AUTO	VILA MARTINS EXTENSÃO (1)
74740100	CONJUNTO ARUANA I	1	AUTO	CONJUNTO ARUANA I (1)
74740180	CONJUNTO ARUANA I	2	REVISAR	CONJUNTO ARUANA I (1) | CONJUNTO RESIDENCIAL ARUANA I (1)
74740200	CONJUNTO RESIDENCIAL ARUANA I	1	AUTO	CONJUNTO RESIDENCIAL ARUANÃ I (1)
74740250	CONJUNTO ARUANA I	1	AUTO	CONJUNTO ARUANA I (1)
74740280	ARUANA PARK	1	AUTO	ARUANÃ PARK (1)
74740310	CONJUNTO RESIDENCIAL ARUANA II	1	AUTO	Conjunto Residencial Aruanã II (1)
74740350	VALE DO ARAGUAIA	1	AUTO	VALE DO ARAGUAIA (1)
74740440	CONJUNTO RESIDENCIAL ARUANA III	2	REVISAR	CONJUNTO RESIDENCIAL ARUANA III (1) | RESIDENCIAL ARUANA III (1)
74740510	PARQUE SANTA MARIA	4	AUTO	PARQUE SANTA MARIA (4)
74740520	JARDIM BRASIL	3	AUTO	JARDIM BRASIL (3)
74740530	JARDIM BRASIL	2	AUTO	Jardim Brasil (2)
74740545	JARDIM BRASIL	1	AUTO	JARDIM BRASIL (1)
74740550	JARDIM BRASIL	1	AUTO	Jardim Brasil (1)
74740570	JARDIM BRASIL	1	AUTO	JARDIM BRASIL (1)
74740623	ARUANA PARK	1	AUTO	ARUANÃ PARK (1)
74740625	LOTEAMENTO ARUANA PARK	1	AUTO	Loteamento Aruanã Park (1)
74740740	SAO JOSE	1	AUTO	SETOR SAO JOSE (1)
74743530	VILA MUTIRAO	2	AUTO	VILA MUTIRÃO (2)
74744004	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74744083	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74746455	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74747011	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74750490	CAPUAVA	1	AUTO	CAPUAVA (1)
74769765	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74770304	VILA CONCORDIA	1	AUTO	VILA CONCÓRDIA (1)
74771514	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
74785590	RECANTO DAS MINAS GERAIS	1	AUTO	SETOR RECANTO DAS MINAS GERAIS (1)
74805100	JARDIM NOVA ESPERANCA	12	REVISAR	JARDIM NOVA ESPERANCA (3) | JARDIM NOVO MUNDO (3) | VILA MUTIRAO (2) | JARDIM CURITIBA IV (1) | ALBINO BOAVENTURA (1) | RESIDENCIAL FORTALEZA (1) | CAPUAVA (1)
74805180	JARDIM NOVO MUNDO	2	REVISAR	JARDIM NOVO MUNDO (1) | JARDIM VISTA BELA (1)
74810030	JARDIM GOIAS	1	AUTO	JARDIM GOIÁS (1)
74810150	AGUA BRANCA	1	AUTO	AGUA BRANCA (1)
74850580	PARQUE TREMENDAO	2	REVISAR	PARQUE TREMENDAO (1) | VALE DOS CARAIBAS (1)
74860036	JARDIM VISTA BELA	1	AUTO	JARDIM VISTA BELA (1)
74860470	JARDIM VISTA BELA	1	AUTO	JARDIM VISTA BELA (1)
74885532	DA VITORIA	1	AUTO	BAIRRO DA VITÓRIA (1)
74885580	DA VITORIA	1	AUTO	BAIRRO DA VITÓRIA (1)
74911430	VILA BRASILIA	1	AUTO	Vila Brasília (1)
74916040	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74944540	JARDIM BURITI SERENO	1	AUTO	JARDIM BURITI SERENO (1)
74980110	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
75000000	JARDIM NOVA ESPERANCA	6	REVISAR	JARDIM NOVA ESPERANCA (3) | SAO CARLOS (1) | JARDIM LIBERDADE (1) | 14 BIS (1)
75255430	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
75255830	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
75475575	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
75555554	ALBINO BOAVENTURA	1	AUTO	ALBINO BOAVENTURA (1)
75580800	RESIDENCIAL ITAMARACA	1	AUTO	RESIDENCIAL ITAMARACA (1)
75583100	MARIA DILCE	1	AUTO	MARIA DILCE (1)
75712460	SAO JOSE	2	REVISAR	SAO JOSE (1) | VILA SAO JOSE (1)
76465300	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANCA (1)
76630000	JARDIM CABRAL	1	AUTO	JARDIM CABRAL (1)
77447702	DA VITORIA	1	AUTO	BAIRRO DA VITORIA (1)
77465170	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
77710200	JARDIM NOVO MUNDO	1	AUTO	JARDIM NOVO MUNDO (1)
78805180	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
88370888	NAVEGANTES SC	1	AUTO	NAVEGANTES SC (1)
92265185	VILA JOAO VAZ	1	AUTO	VILA JOAO VAZ (1)
92990000	INDUSTRIAL	1	AUTO	INDUSTRIAL (1)
