cep	clientes	status	bairro_padrao_gravacao	familias	motivo
74477070	6	REVISAR	SÃO CARLOS	SÃO CARLOS (4) | SAO CARLOS (1) || BAIRRO SÃO CARLOS (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74477071	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477072	2	BLOQUEADO		BAIRRO DA VITÓRIA (1) || Da Vitoria (1)	CEP possui famílias de bairros estruturalmente distintas
74477074	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477076	4	BLOQUEADO		SÃO CARLOS (2) || Da Vitória (1) || BAIRRO SÃO CARLOS (1)	CEP possui famílias de bairros estruturalmente distintas
74477078	4	SEGURO	SÃO CARLOS	SÃO CARLOS (4)	Todas as variantes pertencem à mesma família
74477079	2	SEGURO	SÃO CARLOS	SÃO CARLOS (2)	Todas as variantes pertencem à mesma família
74477080	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477081	7	SEGURO	SÃO CARLOS	SÃO CARLOS (7)	Todas as variantes pertencem à mesma família
74477083	4	SEGURO	SÃO CARLOS	SÃO CARLOS (2) | SAO CARLOS (1) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477084	3	SEGURO	SÃO CARLOS	SÃO CARLOS (2) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477086	1	SEGURO	SÃO CARLOS	SÃO CARLOS (1)	Todas as variantes pertencem à mesma família
74477087	3	SEGURO	SÃO CARLOS	SÃO CARLOS (2) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477088	14	REVISAR	SÃO CARLOS	SÃO CARLOS (7) | São Carlos (4) | SAO CARLOS (2) || Jardim Nova Esperança (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74477089	6	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (3)	Todas as variantes pertencem à mesma família
74477091	4	SEGURO	SÃO CARLOS	SÃO CARLOS (4)	Todas as variantes pertencem à mesma família
74477092	1	SEGURO	São Carlos	São Carlos (1)	Todas as variantes pertencem à mesma família
74477093	1	SEGURO	SÃO CARLOS	SÃO CARLOS (1)	Todas as variantes pertencem à mesma família
74477094	3	SEGURO	SÃO CARLOS	SÃO CARLOS (3)	Todas as variantes pertencem à mesma família
74477096	2	SEGURO	SÃO CARLOS	SÃO CARLOS (2)	Todas as variantes pertencem à mesma família
74477097	7	SEGURO	SÃO CARLOS	SÃO CARLOS (5) | SAO CARLOS (2)	Todas as variantes pertencem à mesma família
74477098	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | SAO CARLOS (1)	Todas as variantes pertencem à mesma família
74477099	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477100	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477101	3	SEGURO	São Carlos	São Carlos (2) | SÃO CARLOS (1)	Todas as variantes pertencem à mesma família
74477103	2	SEGURO	SÃO CARLOS	SÃO CARLOS (2)	Todas as variantes pertencem à mesma família
74477104	1	SEGURO	SAO CARLOS	SAO CARLOS (1)	Todas as variantes pertencem à mesma família
74477105	9	SEGURO	São Carlos	São Carlos (6) | SÃO CARLOS (3)	Todas as variantes pertencem à mesma família
74477106	6	SEGURO	SÃO CARLOS	SÃO CARLOS (5) | SAO CARLOS (1)	Todas as variantes pertencem à mesma família
74477107	11	SEGURO	SÃO CARLOS	SÃO CARLOS (9) | São Carlos (2)	Todas as variantes pertencem à mesma família
74477108	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | SAO CARLOS (1)	Todas as variantes pertencem à mesma família
74477109	2	SEGURO	SÃO CARLOS	SÃO CARLOS (2)	Todas as variantes pertencem à mesma família
74477110	4	SEGURO	SÃO CARLOS	SÃO CARLOS (3) | São Carlos (1)	Todas as variantes pertencem à mesma família
74477112	1	SEGURO	SÃO CARLOS	SÃO CARLOS (1)	Todas as variantes pertencem à mesma família
74477115	1	SEGURO	Floresta	Floresta (1)	Todas as variantes pertencem à mesma família
74477122	2	SEGURO	Floresta	Floresta (2)	Todas as variantes pertencem à mesma família
74477147	4	SEGURO	DA VITÓRIA	DA VITÓRIA (4)	Todas as variantes pertencem à mesma família
74477186	3	SEGURO	SÃO CARLOS	SÃO CARLOS (3)	Todas as variantes pertencem à mesma família
74477187	2	SEGURO	SÃO CARLOS	SÃO CARLOS (2)	Todas as variantes pertencem à mesma família
74477189	1	SEGURO	SÃO CARLOS	SÃO CARLOS (1)	Todas as variantes pertencem à mesma família
74477190	11	REVISAR	SÃO CARLOS	SÃO CARLOS (8) | São Carlos (1) || BAIRRO SAO CARLOS (2)	Há família dominante, porém sem segurança suficiente para alteração automática
74477200	2	SEGURO	JARDIM VISTA BELA	JARDIM VISTA BELA (2)	Todas as variantes pertencem à mesma família
74477447	1	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE (1)	Todas as variantes pertencem à mesma família
74477600	1	SEGURO	FAZENDA SÃO DOMINGOS	FAZENDA SÃO DOMINGOS (1)	Todas as variantes pertencem à mesma família
74477657	1	SEGURO	BAIRRO DA VITORIA	BAIRRO DA VITORIA (1)	Todas as variantes pertencem à mesma família
74477720	1	SEGURO	CONDOMÍNIO CAMPO BELO	CONDOMÍNIO CAMPO BELO (1)	Todas as variantes pertencem à mesma família
74478036	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74478395	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74478710	1	SEGURO	MANSÕES PARAÍSO	MANSÕES PARAÍSO (1)	Todas as variantes pertencem à mesma família
74480000	4	BLOQUEADO		JARDIM COLORADO (1) | COLORADO (1) || JARDIM NOVO MUNDO (1) || BAIRRO CAPUAVA (1)	CEP possui famílias de bairros estruturalmente distintas
74480003	1	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE (1)	Todas as variantes pertencem à mesma família
74480008	1	SEGURO	VILA MUTIRÃO	VILA MUTIRÃO (1)	Todas as variantes pertencem à mesma família
74480010	3	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE (3)	Todas as variantes pertencem à mesma família
74480020	3	BLOQUEADO		VILA MUTIRÃO (2) || JARDIM LIBERDADE (1)	CEP possui famílias de bairros estruturalmente distintas
74480030	41	REVISAR	JARDIM LIBERDADE	JARDIM LIBERDADE (37) | Jardim Liberdade (2) || VILA MUTIRÃO (2)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480040	9	REVISAR	VILA MUTIRÃO	VILA MUTIRÃO (6) || Vila Mutirão I (2) | VILA MUTIRÃO I (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74480050	5	SEGURO	NOVO PLANALTO	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (2)	Todas as variantes pertencem à mesma família
74480060	55	REVISAR	NOVO PLANALTO	NOVO PLANALTO (32) | SETOR NOVO PLANALTO (15) | Setor Novo Planalto (5) || Vila Mutirão (1) || MANSÕES PARAISO (1) || JARDIM NOVA ESPERANÇA (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480070	29	REVISAR	JARDIM LIBERDADE	JARDIM LIBERDADE (23) | Jardim Liberdade (1) || NOVO PLANALTO (2) | SETOR NOVO PLANALTO (1) || VILA MUTIRÃO (1) | VILA MUTIRAO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480080	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74480098	1	SEGURO	SÃO CARLOS	SÃO CARLOS (1)	Todas as variantes pertencem à mesma família
74480110	29	BLOQUEADO		VILA MUTIRÃO (13) || VILA MUTIRÃO I (8) | Vila Mutirão I (2) || JARDIM LIBERDADE (5) || JARDIM CURITIBA IV (1)	CEP possui famílias de bairros estruturalmente distintas
74480120	13	BLOQUEADO		VILA MUTIRÃO I (6) | Vila Mutirão I (1) || VILA MUTIRÃO (5) || CURITIBA 4 (1)	CEP possui famílias de bairros estruturalmente distintas
74480130	4	SEGURO	NOVO PLANALTO	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74480140	14	BLOQUEADO		VILA MUTIRÃO (9) || VILA MUTIRÃO I (3) | Vila Mutirão I (1) || JARDIM LIBERDADE (1)	CEP possui famílias de bairros estruturalmente distintas
74480150	18	BLOQUEADO		Vila Mutirão I (7) | VILA MUTIRÃO I (2) || VILA MUTIRÃO (8) || JARDIM LIBERDADE (1)	CEP possui famílias de bairros estruturalmente distintas
74480160	22	BLOQUEADO		VILA MUTIRÃO I (8) | Vila Mutirão I (4) || VILA MUTIRÃO (10)	CEP possui famílias de bairros estruturalmente distintas
74480170	20	REVISAR	VILA MUTIRÃO	VILA MUTIRÃO (11) | VILA MUTIRAO (2) || VILA MUTIRÃO I (4) | Vila Mutirão I (3)	Há família dominante, porém sem segurança suficiente para alteração automática
74480180	26	BLOQUEADO		VILA MUTIRÃO (14) | VILA MUTIRAO (2) || VILA MUTIRÃO I (5) | Vila Mutirão I (4) || VILA MULTIRÃO I (1)	CEP possui famílias de bairros estruturalmente distintas
74480190	5	BLOQUEADO		VILA MUTIRÃO (3) || VILA MULTIRÃO (1) || Vila Mutirão I (1)	CEP possui famílias de bairros estruturalmente distintas
74480230	16	BLOQUEADO		VILA MUTIRÃO (10) || VILA MUTIRÃO I (3) | Vila Mutirão I (3)	CEP possui famílias de bairros estruturalmente distintas
74480240	27	BLOQUEADO		VILA MUTIRÃO I (11) | Vila Mutirão I (3) || VILA MUTIRÃO (10) | VILA MUTIRAO (1) || NOVO PLANALTO (1) || CANDIDA DE MORAIS (1)	CEP possui famílias de bairros estruturalmente distintas
74480250	27	BLOQUEADO		VILA MUTIRÃO (11) | VILA MUTIRAO (3) | Vila Mutirão (1) || VILA MUTIRÃO I (6) | Vila Mutirão I (4) || VILA MULTIRÃO (1) || Jardim Liberdade (1)	CEP possui famílias de bairros estruturalmente distintas
74480260	29	BLOQUEADO		VILA MUTIRÃO (16) || VILA MUTIRÃO I (9) | Vila Mutirão I (3) || RESIDENCIAL GREEN PARK (1)	CEP possui famílias de bairros estruturalmente distintas
74480270	20	BLOQUEADO		VILA MUTIRÃO (8) | Vila Mutirão (2) || VILA MUTIRÃO I (6) | Vila Mutirão I (3) || JARDIM LIBERDADE (1)	CEP possui famílias de bairros estruturalmente distintas
74480280	20	BLOQUEADO		VILA MUTIRÃO I (6) | Vila Mutirão I (4) || VILA MUTIRÃO (9) || NOVO PLANALTO (1)	CEP possui famílias de bairros estruturalmente distintas
74480282	8	REVISAR	VILA MUTIRÃO	VILA MUTIRÃO (6) || VILA MUTIRÃO I (2)	Há família dominante, porém sem segurança suficiente para alteração automática
74480290	5	BLOQUEADO		VILA MUTIRÃO (2) | Vila Mutirão (1) || SETOR PERIM (1) || Vila Mutirão I (1)	CEP possui famílias de bairros estruturalmente distintas
74480300	15	BLOQUEADO		VILA MUTIRÃO I (6) | Vila Mutirão I (3) || VILA MUTIRÃO (4) || VILA MULTIRÃO (1) || VILA MUTIRAO 1 (1)	CEP possui famílias de bairros estruturalmente distintas
74480310	7	BLOQUEADO		VILA MUTIRÃO I (3) | Vila Mutirão I (1) || NOVO PLANALTO (1) || JARDIM LIBERDADE (1) || VILA MUTIRÃO (1)	CEP possui famílias de bairros estruturalmente distintas
74480320	9	BLOQUEADO		VILA MUTIRÃO (4) || JARDIM LIBERDADE (4) || VILA MUTIRÃO I (1)	CEP possui famílias de bairros estruturalmente distintas
74480330	45	REVISAR	NOVO PLANALTO	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (13) | Setor Novo Planalto (2) || JARDIM COLORADO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480335	24	SEGURO	NOVO PLANALTO	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (10) | Setor Novo Planalto (1)	Todas as variantes pertencem à mesma família
74480340	41	REVISAR	NOVO PLANALTO	NOVO PLANALTO (23) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (8) || JARDIM COLORADO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480350	52	REVISAR	NOVO PLANALTO	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (16) | Setor Novo Planalto (5) || CANDIDA DE MORAES (1) || JARDIM COLORADO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480355	47	REVISAR	NOVO PLANALTO	NOVO PLANALTO (27) | SETOR NOVO PLANALTO (14) | Setor Novo Planalto (4) | Novo Planalto (1) || JARDIM VISTA BELA (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480358	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74480360	23	SEGURO	NOVO PLANALTO	NOVO PLANALTO (12) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (2)	Todas as variantes pertencem à mesma família
74480365	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74480370	11	SEGURO	NOVO PLANALTO	NOVO PLANALTO (6) | SETOR NOVO PLANALTO (5)	Todas as variantes pertencem à mesma família
74480380	17	SEGURO	NOVO PLANALTO	NOVO PLANALTO (10) | SETOR NOVO PLANALTO (7)	Todas as variantes pertencem à mesma família
74480382	19	REVISAR	NOVO PLANALTO	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (3) | Setor Novo Planalto (1) || RESIDENCIAL PRIVE NORTE (1) || VILA MARTINS (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480385	9	SEGURO	NOVO PLANALTO	NOVO PLANALTO (8) | SETOR NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74480387	3	BLOQUEADO		NOVO PLANALTO (2) || SETOR PERIM (1)	CEP possui famílias de bairros estruturalmente distintas
74480390	29	REVISAR	NOVO PLANALTO	NOVO PLANALTO (15) | Setor Novo Planalto (8) | SETOR NOVO PLANALTO (5) || JARDIM COLORADO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480395	34	SEGURO	NOVO PLANALTO	NOVO PLANALTO (25) | SETOR NOVO PLANALTO (6) | Setor Novo Planalto (3)	Todas as variantes pertencem à mesma família
74480400	36	SEGURO	NOVO PLANALTO	NOVO PLANALTO (22) | SETOR NOVO PLANALTO (11) | Setor Novo Planalto (3)	Todas as variantes pertencem à mesma família
74480420	1	SEGURO	VILA MUTIRÃO	VILA MUTIRÃO (1)	Todas as variantes pertencem à mesma família
74480430	23	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (17) | JARDIM CURITIBA  IV (1) || JARDIM CURITIBA (3) | Jardim Curitiba (1) || JARDIM LIBERDADE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74480440	17	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (14) || JARDIM CURITIBA (2) | Jardim Curitiba (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480450	40	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (25) | CURITIBA IV (1) | Jardim Curitiba IV (1) || JARDIM CURITIBA (5) | Jardim Curitiba (5) || Jardim Curitiba 4 (2) || JARDIM CURITBA IV (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74480460	15	BLOQUEADO		JARDIM CURITIBA IV (9) || JARDIM CURITIBA (4) | Jardim Curitiba (1) || PARQUE MARACANÃ (1)	CEP possui famílias de bairros estruturalmente distintas
74480470	7	BLOQUEADO		JARDIM CURITIBA (2) | Jardim Curitiba (2) || JARDIM CURITIBA IV (2) || JARDIM CURITIBA I (1)	CEP possui famílias de bairros estruturalmente distintas
74480480	3	BLOQUEADO		JARDIM CURITIBA IV (2) || Jardim Curitiba (1)	CEP possui famílias de bairros estruturalmente distintas
74480485	6	BLOQUEADO		JARDIM CURITIBA (2) | Jardim Curitiba (1) || JARDIM VISTA BELA (1) || JARDIM CURITIBA IV (1) || Jardim Curitiba lV (1)	CEP possui famílias de bairros estruturalmente distintas
74480490	5	BLOQUEADO		JARDIM CURITIBA IV (4) || JARDIM CURITIBA 4 (1)	CEP possui famílias de bairros estruturalmente distintas
74480500	5	BLOQUEADO		JARDIM CURITIBA IV (3) || JARDIM CURITIBA (1) || Jardim Curitiba 4 (1)	CEP possui famílias de bairros estruturalmente distintas
74480510	2	BLOQUEADO		JARDIM CURITIBA IV (1) || Jardim Curitiba (1)	CEP possui famílias de bairros estruturalmente distintas
74480520	11	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (10) || Jardim Curitiba (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480530	17	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (13) | CURITIBA IV (1) || Jardim Curitiba (1) | JARDIM CURITIBA (1) || Jardim Curitiba 4 (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74480540	6	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (5) || JARDIM CURITIBA (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74480550	6	BLOQUEADO		JARDIM CURITIBA IV (4) || JARDIM CURITIBA (2)	CEP possui famílias de bairros estruturalmente distintas
74480558	1	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV (1)	Todas as variantes pertencem à mesma família
74480560	14	BLOQUEADO		JARDIM CURITIBA IV (9) || JARDIM CURITIBA (3) | Jardim Curitiba (2)	CEP possui famílias de bairros estruturalmente distintas
74480570	10	REVISAR	JARDIM CURITIBA IV	JARDIM CURITIBA IV (7) | Jardim Curitiba IV (1) || Jardim Curitiba (2)	Há família dominante, porém sem segurança suficiente para alteração automática
74480579	1	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV (1)	Todas as variantes pertencem à mesma família
74480580	1	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV (1)	Todas as variantes pertencem à mesma família
74480590	6	BLOQUEADO		JARDIM CURITIBA IV (4) || RESIDENCIAL FORTALEZA (1) || Jardim Curitiba (1)	CEP possui famílias de bairros estruturalmente distintas
74480600	2	BLOQUEADO		JARDIM CURITIBA IV (1) || JARDIM CURITIBA (1)	CEP possui famílias de bairros estruturalmente distintas
74480610	5	BLOQUEADO		JARDIM CURITIBA IV (2) || JARDIM CURITIBA (2) || PARQUE TREMENDÃO (1)	CEP possui famílias de bairros estruturalmente distintas
74480620	8	BLOQUEADO		JARDIM CURITIBA IV (5) || JARDIM CURITIBA (2) || JARDIM CURITIBA 4 (1)	CEP possui famílias de bairros estruturalmente distintas
74480630	4	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV (4)	Todas as variantes pertencem à mesma família
74480640	5	BLOQUEADO		JARDIM CURITIBA IV (3) || JARDIM CURITIBA (2)	CEP possui famílias de bairros estruturalmente distintas
74480650	30	BLOQUEADO		JARDIM CURITIBA IV (19) || JARDIM CURITIBA (7) | Jardim Curitiba (1) || JARDIM LIBERDADE (1) || VILA MUTIRÃO (1) || SÃO CARLOS (1)	CEP possui famílias de bairros estruturalmente distintas
74480660	11	BLOQUEADO		JARDIM CURITIBA IV (6) | CURITIBA IV (1) || JARDIM CURITIBA (3) || Jardim Curitiba 4 (1)	CEP possui famílias de bairros estruturalmente distintas
74480700	1	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (1)	Todas as variantes pertencem à mesma família
74480710	2	BLOQUEADO		MANSOES PARAISO (1) || Jardim Curitiba (1)	CEP possui famílias de bairros estruturalmente distintas
74480711	1	SEGURO	Jardim Curitiba 2	Jardim Curitiba 2 (1)	Todas as variantes pertencem à mesma família
74480720	2	BLOQUEADO		JARDIM CURITIBA II (1) || MANSÕES PARAÍSO (1)	CEP possui famílias de bairros estruturalmente distintas
74480800	11	BLOQUEADO		JARDIM CURITIBA IV (4) || JARDIM CURITIBA (2) || VILA MUTIRÃO (1) || Jardim Curitiba 4 (1) || JARDIM CURITIBA II (1) || Jardim Curitiba 2 (1) || Jardim Curitiba 3 (1)	CEP possui famílias de bairros estruturalmente distintas
74480860	1	SEGURO	PARQUE TREMENDÃO	PARQUE TREMENDÃO (1)	Todas as variantes pertencem à mesma família
74480970	1	SEGURO	VILA MUTIRÃO	VILA MUTIRÃO (1)	Todas as variantes pertencem à mesma família
74481030	2	BLOQUEADO		JARDIM CURITIBA IV (1) || JARDIM CURITIBA 2 (1)	CEP possui famílias de bairros estruturalmente distintas
74481070	1	SEGURO	Jardim Curitiba	Jardim Curitiba (1)	Todas as variantes pertencem à mesma família
74481090	1	SEGURO	Jardim Curitiba	Jardim Curitiba (1)	Todas as variantes pertencem à mesma família
74481100	1	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (1)	Todas as variantes pertencem à mesma família
74481110	3	SEGURO	Jardim Curitiba	Jardim Curitiba (3)	Todas as variantes pertencem à mesma família
74481130	2	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (1) | Jardim Curitiba (1)	Todas as variantes pertencem à mesma família
74481140	2	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (2)	Todas as variantes pertencem à mesma família
74481150	1	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (1)	Todas as variantes pertencem à mesma família
74481160	1	SEGURO	JARDIM CURITIBA I	JARDIM CURITIBA I (1)	Todas as variantes pertencem à mesma família
74481190	1	SEGURO	Jardim Curitiba	Jardim Curitiba (1)	Todas as variantes pertencem à mesma família
74481195	1	SEGURO	Jardim Curitiba	Jardim Curitiba (1)	Todas as variantes pertencem à mesma família
74481200	2	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (1) | Jardim Curitiba (1)	Todas as variantes pertencem à mesma família
74481220	2	BLOQUEADO		JARDIM CURITIBA (1) || JARDIM CURITIBA 2 (1)	CEP possui famílias de bairros estruturalmente distintas
74481250	2	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA (2)	Todas as variantes pertencem à mesma família
