cep	status	bairro_sugerido	bairro_principal_original	clientes_total	clientes_principal	clientes_a_alterar	percentual_principal	familias	variacoes
74480260	BLOQUEADO	VILA MUTIRAO	VILA MUTIRÃO	29	16	13	55.17	3	VILA MUTIRÃO (16) | VILA MUTIRÃO I (9) | Vila Mutirão I (3) | RESIDENCIAL GREEN PARK (1)
74480270	BLOQUEADO	VILA MUTIRAO	VILA MUTIRÃO	20	8	12	50.0	3	VILA MUTIRÃO (8) | VILA MUTIRÃO I (6) | Vila Mutirão I (3) | Vila Mutirão (2) | JARDIM LIBERDADE (1)
74480280	BLOQUEADO	VILA MUTIRAO I	VILA MUTIRÃO	20	9	11	50.0	3	VILA MUTIRÃO (9) | VILA MUTIRÃO I (6) | Vila Mutirão I (4) | NOVO PLANALTO (1)
74480282	BLOQUEADO	VILA MUTIRAO	VILA MUTIRÃO	8	6	2	75.0	2	VILA MUTIRÃO (6) | VILA MUTIRÃO I (2)
74480290	BLOQUEADO	VILA MUTIRAO	VILA MUTIRÃO	5	2	3	60.0	3	VILA MUTIRÃO (2) | SETOR PERIM (1) | Vila Mutirão (1) | Vila Mutirão I (1)
74480300	BLOQUEADO	VILA MUTIRAO I	VILA MUTIRÃO I	15	6	9	60.0	4	VILA MUTIRÃO I (6) | VILA MUTIRÃO (4) | Vila Mutirão I (3) | VILA MULTIRÃO (1) | VILA MUTIRAO 1 (1)
74480310	BLOQUEADO	VILA MUTIRAO I	VILA MUTIRÃO I	7	3	4	57.14	4	VILA MUTIRÃO I (3) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1) | VILA MUTIRÃO (1) | Vila Mutirão I (1)
74480320	BLOQUEADO	JARDIM LIBERDADE	JARDIM LIBERDADE	9	4	5	44.44	3	JARDIM LIBERDADE (4) | VILA MUTIRÃO (4) | VILA MUTIRÃO I (1)
74480330	REVISAR	NOVO PLANALTO	NOVO PLANALTO	45	29	16	97.78	2	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (13) | Setor Novo Planalto (2) | JARDIM COLORADO (1)
74480335	SEGURO	NOVO PLANALTO	NOVO PLANALTO	24	13	11	100.0	1	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (10) | Setor Novo Planalto (1)
74480340	REVISAR	NOVO PLANALTO	NOVO PLANALTO	41	23	18	97.56	2	NOVO PLANALTO (23) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (8) | JARDIM COLORADO (1)
74480350	REVISAR	NOVO PLANALTO	NOVO PLANALTO	52	29	23	96.15	3	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (16) | Setor Novo Planalto (5) | CANDIDA DE MORAES (1) | JARDIM COLORADO (1)
74480355	REVISAR	NOVO PLANALTO	NOVO PLANALTO	47	27	20	97.87	2	NOVO PLANALTO (27) | SETOR NOVO PLANALTO (14) | Setor Novo Planalto (4) | JARDIM VISTA BELA (1) | Novo Planalto (1)
74480358	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	100.0	1	NOVO PLANALTO (1)
74480360	SEGURO	NOVO PLANALTO	NOVO PLANALTO	23	12	11	100.0	1	NOVO PLANALTO (12) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (2)
74480365	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	100.0	1	NOVO PLANALTO (1)
74480370	SEGURO	NOVO PLANALTO	NOVO PLANALTO	11	6	5	100.0	1	NOVO PLANALTO (6) | SETOR NOVO PLANALTO (5)
74480380	SEGURO	NOVO PLANALTO	NOVO PLANALTO	17	10	7	100.0	1	NOVO PLANALTO (10) | SETOR NOVO PLANALTO (7)
74480382	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	19	13	6	89.47	3	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (3) | RESIDENCIAL PRIVE NORTE (1) | Setor Novo Planalto (1) | VILA MARTINS (1)
74480385	SEGURO	NOVO PLANALTO	NOVO PLANALTO	9	8	1	100.0	1	NOVO PLANALTO (8) | SETOR NOVO PLANALTO (1)
74480387	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	3	2	1	66.67	2	NOVO PLANALTO (2) | SETOR PERIM (1)
74480390	REVISAR	NOVO PLANALTO	NOVO PLANALTO	29	15	14	96.55	2	NOVO PLANALTO (15) | Setor Novo Planalto (8) | SETOR NOVO PLANALTO (5) | JARDIM COLORADO (1)
74480395	SEGURO	NOVO PLANALTO	NOVO PLANALTO	34	25	9	100.0	1	NOVO PLANALTO (25) | SETOR NOVO PLANALTO (6) | Setor Novo Planalto (3)
74480400	SEGURO	NOVO PLANALTO	NOVO PLANALTO	36	22	14	100.0	1	NOVO PLANALTO (22) | SETOR NOVO PLANALTO (11) | Setor Novo Planalto (3)
74480420	SEGURO	VILA MUTIRAO	VILA MUTIRÃO	1	1	0	100.0	1	VILA MUTIRÃO (1)
74480430	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	23	17	6	78.26	3	JARDIM CURITIBA IV (17) | JARDIM CURITIBA (3) | Jardim Curitiba (1) | JARDIM CURITIBA  IV (1) | JARDIM LIBERDADE (1)
74480440	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	17	14	3	82.35	2	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (2) | Jardim Curitiba (1)
74480450	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	40	25	15	65.0	5	JARDIM CURITIBA IV (25) | JARDIM CURITIBA (5) | Jardim Curitiba (5) | Jardim Curitiba 4 (2) | CURITIBA IV (1) | JARDIM CURITBA IV (1) | Jardim Curitiba IV (1)
74480460	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	15	9	6	60.0	3	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (4) | Jardim Curitiba (1) | PARQUE MARACANÃ (1)
74480470	BLOQUEADO	JARDIM CURITIBA	JARDIM CURITIBA	7	2	5	57.14	3	JARDIM CURITIBA (2) | Jardim Curitiba (2) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)
74480480	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	3	2	1	66.67	2	JARDIM CURITIBA IV (2) | Jardim Curitiba (1)
74480485	BLOQUEADO	JARDIM CURITIBA	JARDIM CURITIBA	6	2	4	50.0	4	JARDIM CURITIBA (2) | Jardim Curitiba (1) | JARDIM CURITIBA IV (1) | Jardim Curitiba lV (1) | JARDIM VISTA BELA (1)
74480490	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	5	4	1	80.0	2	JARDIM CURITIBA IV (4) | JARDIM CURITIBA 4 (1)
74480500	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	5	3	2	60.0	3	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (1) | Jardim Curitiba 4 (1)
74480510	BLOQUEADO	JARDIM CURITIBA	Jardim Curitiba	2	1	1	50.0	2	Jardim Curitiba (1) | JARDIM CURITIBA IV (1)
74480520	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	11	10	1	90.91	2	JARDIM CURITIBA IV (10) | Jardim Curitiba (1)
74480530	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	17	13	4	76.47	4	JARDIM CURITIBA IV (13) | CURITIBA IV (1) | Jardim Curitiba (1) | JARDIM CURITIBA (1) | Jardim Curitiba 4 (1)
74480540	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	6	5	1	83.33	2	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)
74480550	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	6	4	2	66.67	2	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)
74480558	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	1	1	0	100.0	1	JARDIM CURITIBA IV (1)
74480560	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	14	9	5	64.29	2	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (3) | Jardim Curitiba (2)
74480570	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	10	7	3	80.0	2	JARDIM CURITIBA IV (7) | Jardim Curitiba (2) | Jardim Curitiba IV (1)
74480579	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	1	1	0	100.0	1	JARDIM CURITIBA IV (1)
74480580	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	1	1	0	100.0	1	JARDIM CURITIBA IV (1)
74480590	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	6	4	2	66.67	3	JARDIM CURITIBA IV (4) | Jardim Curitiba (1) | RESIDENCIAL FORTALEZA (1)
74480600	BLOQUEADO	JARDIM CURITIBA	JARDIM CURITIBA	2	1	1	50.0	2	JARDIM CURITIBA (1) | JARDIM CURITIBA IV (1)
74480610	BLOQUEADO	JARDIM CURITIBA	JARDIM CURITIBA	5	2	3	40.0	3	JARDIM CURITIBA (2) | JARDIM CURITIBA IV (2) | PARQUE TREMENDÃO (1)
74480620	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	8	5	3	62.5	3	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (2) | JARDIM CURITIBA 4 (1)
74480630	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	4	4	0	100.0	1	JARDIM CURITIBA IV (4)
74480640	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	5	3	2	60.0	2	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (2)
74480650	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	30	19	11	63.33	5	JARDIM CURITIBA IV (19) | JARDIM CURITIBA (7) | Jardim Curitiba (1) | JARDIM LIBERDADE (1) | SÃO CARLOS (1) | VILA MUTIRÃO (1)
74480660	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	11	6	5	54.55	4	JARDIM CURITIBA IV (6) | JARDIM CURITIBA (3) | CURITIBA IV (1) | Jardim Curitiba 4 (1)
74480700	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	1	1	0	100.0	1	JARDIM CURITIBA (1)
74480710	BLOQUEADO	JARDIM CURITIBA	Jardim Curitiba	2	1	1	50.0	2	Jardim Curitiba (1) | MANSOES PARAISO (1)
74480711	SEGURO	JARDIM CURITIBA 2	Jardim Curitiba 2	1	1	0	100.0	1	Jardim Curitiba 2 (1)
74480720	BLOQUEADO	JARDIM CURITIBA II	JARDIM CURITIBA II	2	1	1	50.0	2	JARDIM CURITIBA II (1) | MANSÕES PARAÍSO (1)
74480800	BLOQUEADO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	11	4	7	36.36	7	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2) | Jardim Curitiba 2 (1) | Jardim Curitiba 3 (1) | Jardim Curitiba 4 (1) | JARDIM CURITIBA II (1) | VILA MUTIRÃO (1)
74480860	SEGURO	PARQUE TREMENDAO	PARQUE TREMENDÃO	1	1	0	100.0	1	PARQUE TREMENDÃO (1)
74480970	SEGURO	VILA MUTIRAO	VILA MUTIRÃO	1	1	0	100.0	1	VILA MUTIRÃO (1)
74481030	BLOQUEADO	JARDIM CURITIBA 2	JARDIM CURITIBA 2	2	1	1	50.0	2	JARDIM CURITIBA 2 (1) | JARDIM CURITIBA IV (1)
74481070	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481090	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481100	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	1	1	0	100.0	1	JARDIM CURITIBA (1)
74481110	SEGURO	JARDIM CURITIBA	Jardim Curitiba	3	3	0	100.0	1	Jardim Curitiba (3)
74481130	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	2	1	1	100.0	1	JARDIM CURITIBA (1) | Jardim Curitiba (1)
74481140	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	2	2	0	100.0	1	JARDIM CURITIBA (2)
74481150	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	1	1	0	100.0	1	JARDIM CURITIBA (1)
74481160	SEGURO	JARDIM CURITIBA I	JARDIM CURITIBA I	1	1	0	100.0	1	JARDIM CURITIBA I (1)
74481190	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481195	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481200	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	2	1	1	100.0	1	JARDIM CURITIBA (1) | Jardim Curitiba (1)
74481220	BLOQUEADO	JARDIM CURITIBA	JARDIM CURITIBA	2	1	1	50.0	2	JARDIM CURITIBA (1) | JARDIM CURITIBA 2 (1)
74481250	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	2	2	0	100.0	1	JARDIM CURITIBA (2)
74481290	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	1	1	0	100.0	1	JARDIM CURITIBA (1)
74481375	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	1	1	0	100.0	1	JARDIM CURITIBA (1)
74481450	SEGURO	JARDIM CURITIBA III	JARDIM CURITIBA III	1	1	0	100.0	1	JARDIM CURITIBA III (1)
74481460	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481470	SEGURO	JARDIM CURITIBA III	JARDIM CURITIBA III	1	1	0	100.0	1	JARDIM CURITIBA III (1)
74481530	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481550	SEGURO	JARDIM CURITIBA	Jardim Curitiba	1	1	0	100.0	1	Jardim Curitiba (1)
74481560	SEGURO	JARDIM CURITIBA	JARDIM CURITIBA	2	1	1	100.0	1	JARDIM CURITIBA (1) | Jardim Curitiba (1)
74481580	BLOQUEADO	JARDIM CURITIBA	Jardim Curitiba	4	3	1	75.0	2	Jardim Curitiba (3) | Jardim Curitiba 2 (1)
74481610	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	6	4	2	100.0	1	RESIDENCIAL GREEN PARK (4) | Residencial Green Park (2)
74481615	BLOQUEADO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	5	4	1	80.0	2	RESIDENCIAL GREEN PARK (4) | VILA MUTIRAO (1)
74481620	BLOQUEADO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	7	5	2	71.43	3	RESIDENCIAL GREEN PARK (5) | GREEN PARK (1) | VILA MUTIRÃO (1)
74481625	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	3	3	0	100.0	1	RESIDENCIAL GREEN PARK (3)
74481630	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	7	7	0	100.0	1	RESIDENCIAL GREEN PARK (7)
74481635	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	8	7	1	100.0	1	RESIDENCIAL GREEN PARK (7) | Residencial Green Park (1)
74481640	BLOQUEADO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	12	9	3	83.33	3	RESIDENCIAL GREEN PARK (9) | RES. GREEN PARK (1) | Residencial Green Park (1) | VILA MUTIRÃO (1)
74481655	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	5	3	2	100.0	1	RESIDENCIAL GREEN PARK (3) | Residencial Green Park (2)
74481657	SEGURO	RESIDENCIAL GREEN PARK	RESIDENCIAL GREEN PARK	3	3	0	100.0	1	RESIDENCIAL GREEN PARK (3)
74481700	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	32	9	23	62.5	2	MANSÕES PARAÍSO (9) | MANSOES PARAISO (7) | Residencial Mansões Paraíso (6) | RESIDENCIAL MANSÕES PARAÍSO (6) | MANSÕES PARAISO (4)
74481705	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	48	18	30	70.83	3	MANSÕES PARAÍSO (18) | MANSÕES PARAISO (11) | RESIDENCIAL MANSÕES PARAÍSO (8) | MANSOES PARAISO (5) | Residencial Mansões Paraíso (5) | MANÇOES PARAÍSO (1)
74481710	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	45	15	30	62.22	2	MANSÕES PARAISO (15) | Residencial Mansões Paraíso (9) | RESIDENCIAL MANSÕES PARAÍSO (8) | MANSOES PARAISO (7) | MANSÕES PARAÍSO (6)
74481715	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	50	11	39	54.0	4	MANSÕES PARAÍSO (11) | MANSÕES PARAISO (11) | RESIDENCIAL MANSÕES PARAÍSO (10) | Residencial Mansões Paraíso (8) | MANSOES PARAISO (5) | RESIDENCIAL MANSÕES PARAISO (2) | JARDIM CURITIBA IV (1) | RESIDENCIAL MANSÕES DO PARAISO (1) | RESIDENCIAL MANSOES PARAISO (1)
74481720	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	13	3	10	61.54	3	MANSÕES PARAISO (3) | MANSÕES PARAÍSO (2) | MANSOES PARAISO (2) | Residencial Mansões Paraíso (2) | MANSÔES PARAISO (1) | NOVO PLANALTO (1) | RESIDENCIAL MANSÕES PARAÍSO (1) | SETOR NOVO PLANALTO (1)
74481725	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	13	5	8	61.54	2	MANSÕES PARAISO (5) | RESIDENCIAL MANSÕES PARAÍSO (4) | MANSÕES PARAÍSO (3) | Residencial Mansões Paraíso (1)
74481730	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAÍSO	14	5	9	71.43	2	MANSÕES PARAÍSO (5) | MANSÕES PARAISO (4) | RESIDENCIAL MANSÕES PARAÍSO (4) | MANSOES PARAISO (1)
74481735	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	100.0	1	MANSÕES PARAISO (1)
74481740	SEGURO	MANSOES PARAISO	MANSÕES PARAÍSO	5	3	2	100.0	1	MANSÕES PARAÍSO (3) | MANSÕES PARAISO (2)
74481755	BLOQUEADO	MANSOES PARAISO	MANSÕES PARAISO	4	2	2	75.0	2	MANSÕES PARAISO (2) | MANSOES PARAISO (1) | RESIDENCIAL MANSÕES PARAÍSO (1)
74481760	SEGURO	MANSOES PARAISO	MANSÕES PARAÍSO	4	2	2	100.0	1	MANSÕES PARAÍSO (2) | MANSÕES PARAISO (1) | MANSOES PARAISO (1)
74481770	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	100.0	1	MANSÕES PARAISO (1)
74482070	SEGURO	PARQUE MARACANA	PARQUE MARACANÃ	1	1	0	100.0	1	PARQUE MARACANÃ (1)
74482130	SEGURO	PARQUE MARACANA	PARQUE MARACANÃ	3	1	2	100.0	1	PARQUE MARACANÃ (1) | PARQUE MARACANA (1) | Parque Maracanã (1)
74482350	SEGURO	SITIOS DE RECREIO DOS BANDEIRANTES	SÍTIOS DE RECREIO DOS BANDEIRANTES	1	1	0	100.0	1	SÍTIOS DE RECREIO DOS BANDEIRANTES (1)
74483009	SEGURO	CAROLINA PARQUE	CAROLINA PARQUE	1	1	0	100.0	1	CAROLINA PARQUE (1)
74483010	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483013	SEGURO	CAROLINA PARQUE	CAROLINA PARQUE	1	1	0	100.0	1	CAROLINA PARQUE (1)
74483018	SEGURO	CAROLINA PARQUE	Carolina Parque	1	1	0	100.0	1	Carolina Parque (1)
74483030	BLOQUEADO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	4	3	1	75.0	2	PARQUE INDUSTRIAL JOÃO BRAZ (3) | PARQUE INDUSTRIAL JOAO BRAZ QD 70 LT 12 CASA 01 (1)
74483035	SEGURO	CAROLINA PARQUE EXTENSAO	CAROLINA PARQUE EXTENSÃO	1	1	0	100.0	1	CAROLINA PARQUE EXTENSÃO (1)
74483040	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483056	SEGURO	CAROLINA PARQUE EXTENSAO	CAROLINA PARQUE EXTENSÃO	1	1	0	100.0	1	CAROLINA PARQUE EXTENSÃO (1)
74483090	SEGURO	ESPLANADA DO ANICUNS	ESPLANADA DO ANICUNS	1	1	0	100.0	1	ESPLANADA DO ANICUNS (1)
74483100	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483110	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483130	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	1	1	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1) | Parque Industrial João Braz (1)
74483140	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483150	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	3	3	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483160	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483170	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483180	SEGURO	PARQUE INSDUSTRIAL JOAO BRAZ	PARQUE INSDUSTRIAL JOAO BRAZ	1	1	0	100.0	1	PARQUE INSDUSTRIAL JOAO BRAZ (1)
74483190	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	3	3	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483210	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	5	4	1	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (4) | PARQUE INDUSTRIAL JOAO BRAZ (1)
74483230	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	3	3	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483260	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483280	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	3	2	1	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2) | PARQUE INDUSTRIAL JOAO BRAZ (1)
74483290	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483310	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	4	3	1	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (3) | PARQUE INDUSTRIAL JOAO BRAZ (1)
74483330	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483335	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	100.0	1	NOVO PLANALTO (1)
74483380	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483440	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	2	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483450	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483470	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	2	1	1	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1) | PARQUE INDUSTRIAL JOAO BRAZ (1)
74483500	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	3	3	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483510	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	1	1	0	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483560	SEGURO	PARQUE INDUSTRIAL JOAO BRAZ	PARQUE INDUSTRIAL JOÃO BRAZ	4	2	2	100.0	1	PARQUE INDUSTRIAL JOÃO BRAZ (2) | PARQUE INDUSTRIAL JOAO BRAZ (2)
74483612	SEGURO	LOTEAMENTO TROPICAL VERDE	LOTEAMENTO TROPICAL VERDE	1	1	0	100.0	1	LOTEAMENTO TROPICAL VERDE (1)
74483615	SEGURO	LOTEAMENTO TROPICAL VERDE	LOTEAMENTO TROPICAL VERDE	1	1	0	100.0	1	LOTEAMENTO TROPICAL VERDE (1)
74483640	SEGURO	LORENA PARQUE	LORENA PARQUE	1	1	0	100.0	1	LORENA PARQUE (1)
74483650	SEGURO	LUANA PARK	LUANA PARK	1	1	0	100.0	1	LUANA PARK (1)
74483680	SEGURO	LORENA PARQUE	LORENA PARQUE	1	1	0	100.0	1	LORENA PARQUE (1)
74483720	SEGURO	LORENA PARQUE	LORENA PARQUE	1	1	0	100.0	1	LORENA PARQUE (1)
74483730	SEGURO	LORENA PARQUE	LORENA PARQUE	3	3	0	100.0	1	LORENA PARQUE (3)
74483740	SEGURO	LORENA PARQUE	LORENA PARQUE	2	2	0	100.0	1	LORENA PARQUE (2)
74483760	SEGURO	LORENA PARQUE	LORENA PARQUE	1	1	0	100.0	1	LORENA PARQUE (1)
74483770	SEGURO	LORENA PARQUE	LORENA PARQUE	3	3	0	100.0	1	LORENA PARQUE (3)
74483780	SEGURO	LORENA PARQUE	LORENA PARQUE	3	3	0	100.0	1	LORENA PARQUE (3)
74483790	SEGURO	LORENA PARQUE	LORENA PARQUE	1	1	0	100.0	1	LORENA PARQUE (1)
74483800	SEGURO	LORENA PARQUE	LORENA PARQUE	3	3	0	100.0	1	LORENA PARQUE (3)
74483810	SEGURO	LORENA PARQUE	LORENA PARQUE	2	2	0	100.0	1	LORENA PARQUE (2)
74483820	SEGURO	LORENA PARQUE	LORENA PARQUE	1	1	0	100.0	1	LORENA PARQUE (1)
74483821	SEGURO	RESIDENCIAL LUANA PARK	RESIDENCIAL LUANA PARK	2	2	0	100.0	1	RESIDENCIAL LUANA PARK (2)
74483830	SEGURO	RESIDENCIAL LUANA PARK	RESIDENCIAL LUANA PARK	2	2	0	100.0	1	RESIDENCIAL LUANA PARK (2)
